year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won_team,lost_team,GP_x,homeW,homeL,awayW,awayL,confW,confL,W,L,coachID,stint_x,won_coach,lost_coach,post_wins,post_losses,bioID,stint_y,GP_y,GS,PostGP,PostGS,total_award_score,weighted_score,post_weighted_score
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,arcaija01w,0,32,32,6,6,0.0,405.15000000000003,78.95
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,coopecy01w,0,31,31,6,6,8.0,623.7499999999999,142.8
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,gibsoke01w,0,17,0,1,0,0.0,35.24999999999999,0.6500000000000001
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,jacksta01w,0,29,1,6,0,0.0,133.4,34.25
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,johnsti01w,0,31,29,6,6,0.0,268.1000000000001,47.70000000000001
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,lambmo01w,0,13,2,0,0,0.0,54.25,0.0
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,rizzoje01w,0,32,2,1,0,0.0,149.89999999999998,0.8000000000000002
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,shakiel01w,0,14,0,0,0,0.0,79.4,0.0
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,swoopsh01w,0,31,31,6,6,17.0,706.05,129.5
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,thompti01w,0,32,32,6,6,7.0,641.2999999999998,113.45000000000002
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,valdeam01w,0,22,0,3,0,0.0,83.44999999999999,10.799999999999999
1,HOU,HOU,WE,2,Y,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,washico01w,0,25,0,6,0,0.0,87.75000000000001,32.45
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,bibbyje01w,0,17,0,3,0,0.0,30.349999999999998,3.6000000000000005
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,ferrama01w,0,23,4,3,0,0.0,66.95,7.850000000000001
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,firsool01w,0,9,0,3,0,0.0,13.350000000000003,4.75
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,francde01w,0,1,0,2,0,0.0,0.45,1.3
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,hammobe01w,0,32,16,7,7,0.0,426.25,89.90000000000002
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,johnsvi01w,0,31,31,7,7,0.0,491.84999999999997,108.50000000000001
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,lacyve01w,0,2,2,0,0,0.0,8.200000000000001,0.0
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,mahonsh01w,0,15,3,0,0,0.0,58.49999999999999,0.0
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,phillta01w,0,31,30,7,7,5.0,526.0500000000002,128.45000000000002
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,robincr01w,0,27,14,7,0,0.0,338.3500000000001,67.45
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,weathte01w,0,32,32,7,7,0.0,427.6000000000001,87.8
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,whitmta01w,0,32,16,7,7,0.0,341.15,98.25
1,NYL,NYL,EA,1,Y,W,W,L,20,12,32,12,4,8,8,14,7,4.0,3.0,adubari99w,0,20,12,4,3,wickssu01w,0,32,12,7,0,0.0,288.79999999999995,52.99999999999999
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,anderke01w,0,18,0,2,0,0.0,33.85,1.85
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,bristre01w,0,1,0,0,0,0.0,1.25,0.0
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,edwarto01w,2,22,0,8,0,0.0,157.50000000000003,42.85
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,enissh01w,0,32,11,8,0,0.0,279.2,47.050000000000004
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,erbsu01w,0,18,0,4,0,0.0,74.49999999999999,7.6499999999999995
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,feastal01w,0,32,32,8,8,0.0,501.4500000000001,107.29999999999998
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,machacl01w,0,30,8,8,0,0.0,254.75,54.40000000000001
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,milleke01w,0,26,0,2,0,0.0,91.69999999999999,1.9000000000000001
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,smithch02w,0,30,24,8,8,0.0,288.75,93.4
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,staleda01w,0,32,32,8,8,0.0,475.4,129.65
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,stinsan01w,0,32,32,8,8,0.0,534.0,134.39999999999998
2,CHA,CHA,EA,4,Y,W,W,L,18,14,32,11,5,7,9,15,6,4.0,4.0,donovan99w,0,18,14,4,4,suttota01w,0,29,21,8,8,0.0,289.59999999999997,80.25
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,byearla01w,0,32,13,7,0,0.0,381.85,57.05
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,dixonta01w,0,29,29,7,7,0.0,435.0,117.25
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,figgsuk01w,0,32,29,7,7,0.0,419.95,106.05000000000003
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,grginve01w,0,24,7,4,0,0.0,100.64999999999998,4.450000000000001
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,leslili01w,0,31,31,7,7,25.0,693.95,182.50000000000003
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,levanni01w,0,13,0,3,0,0.0,32.45,1.45
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,mabikmw01w,0,28,24,7,7,0.0,440.95000000000005,110.4
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,mapprh01w,0,30,0,5,0,0.0,182.44999999999996,11.250000000000002
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,mccrini01w,0,28,0,7,0,0.0,127.35000000000001,14.650000000000002
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,miltode01w,0,32,27,7,7,0.0,460.7500000000001,116.85000000000002
2,LAS,LAS,WE,1,Y,W,W,W,28,4,32,16,0,12,4,19,2,6.0,1.0,coopemi01w,0,28,4,6,1,williwe01w,0,13,0,4,0,0.0,23.7,2.4000000000000004
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,askamma01w,2,20,4,4,3,0.0,95.20000000000002,7.700000000000002
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,byearla01w,0,26,5,6,2,0.0,249.15000000000006,59.349999999999994
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,desouer01w,0,11,0,1,0,0.0,20.4,3.25
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,dixonta01w,0,30,30,5,4,0.0,435.0,74.29999999999998
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,gaithka01w,1,1,0,0,0,0.0,1.45,0.0
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,grginve01w,0,12,0,1,0,0.0,37.4,1.55
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,hallvi01w,0,3,0,0,0,0.0,9.35,0.0
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,leslili01w,0,31,31,6,6,15.0,659.05,138.8
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,mabikmw01w,0,32,32,6,6,0.0,632.8999999999999,118.49999999999997
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,mccrini01w,0,32,0,5,0,0.0,123.80000000000003,10.549999999999999
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,miltode01w,0,32,25,6,3,0.0,490.45,107.15000000000003
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,teaslni01w,0,32,32,6,6,0.0,367.85,84.35000000000001
3,LAS,LAS,WE,1,Y,W,W,W,25,7,32,12,4,13,3,17,4,6.0,0.0,coopemi01w,0,25,7,6,0,witheso01w,0,31,1,6,0,0.0,197.4,22.899999999999995
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,coopeca01w,0,23,1,3,0,0.0,47.349999999999994,5.549999999999999
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,frohlli01w,0,16,0,3,0,0.0,22.300000000000004,6.250000000000001
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,hammobe01w,0,32,1,8,0,0.0,330.75000000000006,95.55000000000003
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,hledeko01w,0,16,0,2,0,0.0,46.75,5.500000000000002
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,johnsvi01w,0,31,31,8,8,0.0,479.65,124.4
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,ngoyibe01w,0,7,0,3,0,0.0,7.800000000000001,7.7
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,phillta01w,0,32,31,8,8,0.0,536.6999999999999,133.89999999999998
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,robincr01w,0,32,32,8,8,0.0,525.8500000000001,111.04999999999998
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,weathte01w,0,32,32,8,8,0.0,324.3,102.25
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,whitmta01w,0,32,32,8,8,0.0,502.1,144.39999999999995
3,NYL,NYL,EA,1,Y,W,W,L,18,14,32,10,6,8,8,11,10,4.0,4.0,adubari99w,0,18,14,4,4,wickssu01w,0,30,0,8,0,0.0,163.05,37.55000000000002
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,cashsw01w,0,33,33,8,8,0.0,636.45,159.15
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,farriba01w,0,34,0,8,0,0.0,208.85000000000002,51.45000000000001
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,fordch01w,0,32,32,8,8,5.0,497.1,114.05000000000001
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,hollake01w,0,34,2,8,0,0.0,371.65000000000015,82.0
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,lambesh01w,0,27,1,7,0,0.0,101.2,6.1000000000000005
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,mooreta01w,1,15,0,0,0,0.0,29.90000000000001,0.0
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,ndiayas01w,0,11,2,2,0,0.0,27.550000000000004,2.4000000000000004
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,nolande01w,0,32,32,8,8,0.0,498.50000000000006,146.70000000000002
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,powelel01w,0,33,33,8,8,0.0,427.80000000000007,88.25
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,rileyru01w,0,34,34,8,8,8.0,480.2499999999999,138.09999999999997
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,thomast01w,2,11,0,4,0,0.0,33.95,3.400000000000001
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,ujhelpe01w,0,14,0,0,0,0.0,18.200000000000003,0.0
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,walkeay01w,0,34,1,4,0,0.0,112.7,10.65
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,byearla01w,0,5,0,0,0,0.0,39.150000000000006,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,dixonta01w,0,30,30,9,9,0.0,516.3,149.49999999999997
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,gilloje01w,0,33,10,6,0,0.0,172.2,5.95
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,johnsch01w,0,8,0,0,0,0.0,16.049999999999997,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,leslili01w,0,23,23,9,9,0.0,508.70000000000005,211.75000000000003
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,mabikmw01w,0,32,30,9,9,0.0,550.6999999999999,167.95000000000002
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,mapprh01w,0,24,4,0,0,0.0,108.75000000000003,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,mccrini01w,0,33,1,7,0,0.0,117.9,19.749999999999996
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,miltode01w,0,31,30,9,9,0.0,568.05,176.70000000000002
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,moweje01w,0,1,0,0,0,0.0,4.8999999999999995,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,nygaava01w,0,11,3,5,0,0.0,67.69999999999999,11.35
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,pridely01w,2,4,0,6,0,0.0,8.0,13.599999999999998
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,teaslni01w,0,34,34,9,9,7.0,597.5500000000002,138.25
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,willish01w,0,25,3,4,0,0.0,92.80000000000003,2.8000000000000003
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,witheso01w,0,23,2,5,0,0.0,93.95000000000002,7.050000000000002
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,blackde01w,0,31,4,8,0,0.0,124.25,24.849999999999994
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,brungje01w,0,33,0,8,0,0.0,116.25000000000001,31.450000000000003
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,derevje01w,0,23,0,1,0,0.0,48.05,0.2
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,douglka01w,0,34,34,8,8,0.0,534.2,124.7
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,futreca01w,0,20,0,2,0,0.0,67.70000000000002,1.6500000000000001
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,jonesas01w,0,34,1,8,0,0.0,323.35,73.44999999999999
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,mcwilta01w,0,34,34,8,8,0.0,566.25,121.64999999999999
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,palmewe01w,0,33,33,8,8,5.0,400.85,68.95
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,salesny01w,0,34,34,8,8,0.0,608.45,144.69999999999996
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,whaleli01w,0,31,30,8,8,0.0,420.25000000000006,137.15
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,willile01w,0,23,0,8,0,0.0,89.45,27.1
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,barnead01w,0,34,2,6,0,0.0,150.65,17.299999999999997
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,beviltu01w,0,34,0,8,0,0.0,145.15,43.74999999999999
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,birdsu01w,0,34,34,8,8,0.0,580.3,108.25
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,burseja01w,0,29,0,8,0,0.0,233.04999999999995,46.85000000000001
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,edwarsi01w,0,23,3,7,0,0.0,97.74999999999999,21.250000000000004
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,friertr01w,0,5,0,0,0,0.0,10.899999999999999,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,grecomi01w,0,13,0,4,0,0.0,36.25,2.2
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,jacksla01w,0,31,31,8,8,0.0,702.05,177.20000000000005
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,lennobe01w,0,32,32,8,8,8.0,465.00000000000006,133.04999999999995
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,samsh01w,0,34,32,8,8,0.0,458.10000000000014,101.69999999999999
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,thompal01w,0,23,2,8,0,0.0,76.70000000000003,46.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,vodicka01w,0,34,34,8,8,0.0,400.50000000000006,81.65
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,brungje01w,0,12,0,0,0,0.0,13.25,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,careyja01w,0,15,0,6,0,0.0,33.24999999999999,20.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,derevje01w,0,34,1,8,1,0.0,106.1,24.599999999999998
