year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won_team,lost_team,GP_x,homeW,homeL,awayW,awayL,confW,confL,W,L,coachID,stint_x,won_coach,lost_coach,post_wins,post_losses,bioID,stint_y,GP_y,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,total_award_score
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,thomast01w,2,11,0,82,15,5,11,16,5,9,1,6,10,16,5,11,4,5,1,0,4,0,13,0,0,3,3,0,1,0,1,1,1,0,0,0,0,0,0,0.0
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,ujhelpe01w,0,14,0,68,4,3,9,12,3,0,1,10,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,DET,DET,EA,1,Y,W,W,W,25,9,34,13,4,12,5,18,6,6.0,2.0,laimbbi01w,0,25,9,6,2,walkeay01w,0,34,1,271,56,34,37,71,10,10,11,19,33,70,24,21,8,0,0,0,4,0,24,5,3,3,6,0,4,1,1,0,5,1,3,3,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,byearla01w,0,5,0,72,28,12,9,21,2,0,2,2,12,25,10,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,dixonta01w,0,30,30,1042,412,41,85,126,89,35,10,69,83,364,159,94,83,52,11,0,9,9,316,110,8,21,29,29,14,2,11,27,94,40,27,26,12,4,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,gilloje01w,0,33,10,397,103,18,37,55,21,16,3,9,65,97,40,21,16,26,7,1,6,0,22,0,0,1,1,0,1,1,0,5,5,0,0,0,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,johnsch01w,0,8,0,45,6,2,4,6,3,0,1,4,6,5,1,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,leslili01w,0,23,23,792,424,76,155,231,46,31,63,65,93,373,165,133,82,37,12,3,9,9,327,187,22,58,80,23,12,28,24,39,137,74,54,38,3,1,1,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,mabikmw01w,0,32,30,1042,441,34,107,141,82,30,18,74,105,388,158,112,97,106,28,3,9,9,344,129,10,40,50,21,14,2,20,29,121,53,13,11,34,12,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,mapprh01w,0,24,4,255,62,26,42,68,6,7,6,12,45,60,30,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,mccrini01w,0,33,1,299,68,7,22,29,32,19,1,17,20,63,28,8,7,12,5,0,7,0,54,9,0,4,4,7,2,0,4,5,18,4,0,0,6,1,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,miltode01w,0,31,30,1086,416,59,161,220,64,49,41,79,109,328,139,143,115,61,23,3,9,9,338,131,20,37,57,25,17,13,20,40,106,47,35,27,18,10,1,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,moweje01w,0,1,0,21,0,0,1,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,nygaava01w,0,11,3,168,41,11,8,19,5,3,0,4,22,36,16,4,3,17,6,1,5,0,24,8,3,2,5,0,1,1,1,1,5,3,0,0,2,2,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,pridely01w,2,4,0,28,1,3,3,6,0,0,0,3,9,5,0,4,1,0,0,1,6,0,36,5,6,3,9,1,2,1,3,10,6,2,1,1,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,teaslni01w,0,34,34,1189,392,30,145,175,214,39,15,108,68,288,112,112,98,165,70,0,9,9,312,70,11,29,40,71,12,0,27,23,67,22,20,16,45,10,0,7.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,willish01w,0,25,3,229,49,11,21,32,19,6,0,7,25,53,19,14,10,16,1,0,4,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0
4,LAS,LAS,WE,1,Y,W,W,L,24,10,34,11,6,13,4,17,7,5.0,4.0,coopemi01w,0,24,10,5,4,witheso01w,0,23,2,235,56,6,13,19,4,7,0,7,17,53,17,14,12,29,10,0,5,0,14,5,0,2,2,0,1,0,2,1,5,1,4,3,3,0,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,blackde01w,0,31,4,347,55,13,23,36,47,19,0,15,35,56,26,4,3,1,0,0,8,0,73,9,2,9,11,7,4,0,6,12,14,4,0,0,1,1,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,brungje01w,0,33,0,314,50,10,27,37,27,4,4,12,21,59,18,5,4,38,10,0,8,0,101,8,5,8,13,5,1,0,2,5,15,3,0,0,10,2,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,derevje01w,0,23,0,140,19,1,8,9,14,8,0,10,20,26,7,2,2,12,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,douglka01w,0,34,34,1120,364,33,99,132,90,50,13,52,73,321,125,77,61,153,53,0,8,8,268,82,9,23,32,22,10,0,16,19,66,23,27,25,37,11,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,futreca01w,0,20,0,144,42,7,12,19,10,5,1,7,20,38,11,16,13,17,7,0,2,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,jonesas01w,0,34,1,699,235,51,67,118,39,20,18,53,82,239,96,48,41,6,2,0,8,0,171,59,8,13,21,11,5,1,18,10,53,26,11,7,0,0,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,mcwilta01w,0,34,34,1133,413,83,161,244,63,48,45,73,96,352,168,128,77,12,0,1,8,8,252,83,19,40,59,15,12,6,13,22,87,35,18,12,2,1,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,palmewe01w,0,33,33,786,297,47,135,182,30,23,5,40,77,253,108,85,68,41,13,0,8,8,156,44,10,25,35,1,3,3,8,11,49,18,8,5,12,3,0,5.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,salesny01w,0,34,34,1096,517,33,102,135,97,75,8,76,98,486,210,77,56,129,41,0,8,8,260,118,12,31,43,11,25,6,20,22,102,44,22,15,29,15,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,whaleli01w,0,31,30,946,275,21,69,90,148,39,0,94,72,183,83,122,89,57,20,0,8,8,255,107,5,13,18,41,11,3,17,23,65,30,53,43,11,4,0,0.0
5,CON,CON,EA,1,Y,W,W,L,18,16,34,10,7,8,9,14,6,5.0,3.0,thibami99w,0,18,16,5,3,willile01w,0,23,0,175,68,22,21,43,7,8,2,12,16,38,24,26,20,1,0,0,8,0,60,17,8,11,19,1,0,1,3,4,18,7,4,3,0,0,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,barnead01w,0,34,2,402,67,33,30,63,31,23,2,24,38,69,21,31,22,6,3,0,6,0,39,7,4,4,8,5,3,1,1,10,11,3,4,1,0,0,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,beviltu01w,0,34,0,358,79,6,20,26,29,38,2,26,48,60,24,29,20,26,11,0,8,0,111,22,3,13,16,11,8,1,9,12,17,8,4,3,7,3,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,birdsu01w,0,34,34,1136,439,22,84,106,184,51,5,87,48,326,151,85,73,146,64,0,8,8,233,68,5,21,26,42,12,0,16,13,61,23,21,16,20,6,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,burseja01w,0,29,0,514,141,51,45,96,19,23,36,41,84,119,51,67,39,0,0,2,8,0,109,27,10,8,18,1,9,10,8,17,27,12,4,3,0,0,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,edwarsi01w,0,23,3,257,48,25,31,56,5,8,3,13,25,55,20,19,8,0,0,0,7,0,54,12,7,7,14,1,0,1,2,5,9,6,0,0,0,0,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,friertr01w,0,5,0,22,7,3,2,5,0,0,0,1,7,9,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,grecomi01w,0,13,0,73,29,3,7,10,8,3,0,8,6,18,10,13,9,2,0,0,4,0,6,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,jacksla01w,0,31,31,1070,634,64,143,207,51,31,62,67,93,460,220,175,142,115,52,0,8,8,287,157,20,40,60,11,8,9,16,23,113,53,39,35,22,16,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,lennobe01w,0,32,32,920,358,28,131,159,79,34,3,77,89,330,139,68,58,83,22,0,8,8,251,117,4,25,29,21,8,1,23,21,97,44,24,21,18,8,0,8.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,samsh01w,0,34,32,1018,310,42,97,139,82,53,6,63,108,284,117,76,65,42,11,1,8,8,248,59,13,31,44,28,10,0,25,21,76,25,9,6,12,3,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,thompal01w,0,23,2,182,52,8,16,24,9,6,0,7,9,54,24,2,1,16,3,0,8,0,83,39,6,9,15,6,2,1,7,6,33,15,3,3,12,6,0,0.0
5,SEA,SEA,WE,2,Y,W,W,W,20,14,34,13,4,7,10,13,9,6.0,2.0,donovan99w,0,20,14,6,2,vodicka01w,0,34,34,873,273,65,103,168,55,32,12,73,110,241,94,108,84,2,1,5,8,8,204,49,13,17,30,6,7,7,13,16,47,19,18,11,0,0,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,brungje01w,0,12,0,47,2,1,5,6,2,0,0,2,4,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,careyja01w,0,15,0,86,18,2,4,6,7,2,0,4,9,19,7,0,0,13,4,0,6,0,71,5,0,2,2,7,1,0,4,5,9,2,0,0,6,1,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,derevje01w,0,34,1,359,24,10,20,30,40,11,2,26,47,22,8,16,7,7,1,0,8,1,82,6,1,3,4,14,5,0,6,4,5,2,4,2,1,0,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,douglka01w,0,32,32,998,351,45,85,130,94,48,4,54,57,288,119,106,82,110,31,0,8,8,278,96,12,25,37,18,11,1,8,17,67,31,29,19,38,15,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,dydekma01w,0,31,30,671,225,27,168,195,38,8,71,47,62,162,87,65,50,2,1,0,8,8,146,36,8,34,42,4,3,13,16,19,38,14,11,7,1,1,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,jonesas01w,0,33,4,705,301,54,67,121,40,10,7,51,70,275,133,56,33,5,2,0,8,0,178,71,8,20,28,7,2,4,11,23,60,29,23,13,2,0,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,mcwilta01w,0,34,34,1083,471,78,170,248,65,37,25,59,80,364,180,136,107,18,4,1,8,8,284,127,22,53,75,13,9,11,16,23,94,48,38,30,3,1,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,salesny01w,0,34,34,1074,532,36,88,124,74,61,10,64,96,482,201,108,81,116,49,0,8,8,270,115,10,22,32,19,16,8,16,20,101,37,31,25,38,16,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,summela01w,0,11,0,43,10,5,5,10,3,2,0,4,11,9,3,5,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,whaleli01w,0,34,34,1047,411,29,99,128,172,42,2,89,90,290,135,156,125,46,16,0,7,7,220,78,6,18,24,23,6,1,20,11,57,19,48,37,15,3,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,willile01w,0,18,0,91,24,10,7,17,3,2,0,14,16,17,7,20,10,0,0,0,3,0,10,2,0,1,1,0,0,1,1,0,2,0,2,2,0,0,0,0.0
6,CON,CON,EA,1,Y,W,W,W,26,8,34,14,3,12,5,13,7,5.0,3.0,thibami99w,0,26,8,5,3,wyckobr01w,0,34,1,596,105,25,70,95,35,13,9,28,82,88,35,20,13,52,22,0,8,0,109,18,3,12,15,3,1,2,5,13,12,5,6,4,10,4,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,brunsre01w,0,34,16,722,265,75,112,187,16,28,15,42,61,246,105,92,55,0,0,0,8,8,194,55,13,31,44,10,5,4,9,27,56,25,11,5,0,0,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,feifesu01w,0,5,0,24,7,0,1,1,3,0,0,2,3,6,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,griffyo01w,0,34,33,962,469,87,136,223,52,42,31,68,98,357,173,174,123,0,0,0,8,8,246,138,27,39,66,11,10,4,10,20,108,53,45,32,0,0,0,8.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,haynikr01w,0,30,0,434,104,19,43,62,43,33,1,35,41,117,40,23,19,32,5,0,8,0,103,18,4,10,14,8,8,0,4,8,19,7,6,4,1,0,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,lawsoka01w,0,24,1,508,192,7,26,33,37,13,3,22,28,148,65,31,26,81,36,0,8,2,208,90,2,27,29,18,8,1,11,9,67,29,18,17,29,15,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,maigaha01w,0,34,0,408,129,31,36,67,30,24,6,42,69,131,59,35,11,0,0,0,8,0,82,30,5,8,13,4,5,3,8,16,26,13,6,4,0,0,1,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,miaomi01w,0,18,0,135,31,0,4,4,13,5,1,15,13,30,9,7,7,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,newtoch01w,0,34,34,715,148,32,34,66,55,24,9,37,102,149,60,36,22,25,6,0,8,8,182,46,4,10,14,8,2,0,11,19,42,18,12,8,4,2,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,penicti01w,0,34,33,927,195,8,89,97,149,48,6,67,64,172,54,100,79,41,8,0,6,6,162,32,2,22,24,31,6,1,14,9,31,10,15,12,4,0,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,powelni01w,0,34,34,988,364,32,92,124,62,39,16,44,83,317,120,72,58,159,66,0,8,8,257,88,2,18,20,15,7,1,12,16,78,30,10,8,42,20,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,scottol01w,0,18,0,170,38,17,16,33,5,4,2,22,27,39,14,20,10,0,0,0,7,0,38,9,2,5,7,5,0,1,3,8,8,4,2,1,0,0,0,0.0
6,SAC,SAC,WE,1,Y,W,W,W,25,9,34,15,2,10,7,17,5,7.0,1.0,whisejo99w,0,25,9,7,1,walkede01w,0,22,19,598,311,47,70,117,48,28,13,69,66,234,125,93,60,1,1,1,6,0,165,61,7,11,18,21,3,0,17,19,52,26,12,9,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,batteja01w,0,26,1,178,36,13,12,25,7,2,3,4,21,54,15,7,4,14,2,0,4,0,9,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,braxtka01w,0,34,1,359,146,42,75,117,26,11,11,53,83,143,58,48,30,2,0,1,10,0,123,50,8,20,28,6,8,4,18,27,52,22,11,6,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,cashsw01w,0,34,34,990,358,63,105,168,106,20,11,88,85,323,124,143,109,13,1,0,10,10,265,76,19,42,61,32,3,3,22,22,80,29,25,18,3,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,fordch01w,0,32,32,920,443,130,233,363,45,38,25,58,114,315,157,199,129,0,0,0,10,10,287,134,33,70,103,12,13,7,19,40,88,46,56,42,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,hollake01w,0,34,0,397,140,12,28,40,43,23,2,40,29,142,51,16,10,84,28,0,8,0,33,0,1,2,3,5,1,0,4,5,8,0,0,0,6,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,nolande01w,0,34,34,1088,468,32,121,153,124,47,11,86,79,425,172,100,85,113,39,1,10,10,357,178,8,33,41,39,16,2,27,19,148,72,30,25,21,9,0,8.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,osipoir01w,0,2,0,12,2,1,0,1,0,0,0,1,1,0,0,2,2,0,0,0,9,0,116,21,3,6,9,11,6,0,13,16,19,9,7,3,1,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,paliesa01w,0,11,0,51,12,4,0,4,6,1,1,10,9,25,5,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,pierspl01w,0,34,0,565,220,44,88,132,24,18,14,37,84,180,82,80,56,3,0,0,10,0,189,88,17,37,54,17,6,9,14,27,61,26,51,36,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,powelel01w,2,11,0,120,14,7,6,13,15,3,0,9,9,16,3,14,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,rileyru01w,0,34,34,875,249,36,129,165,52,18,49,54,110,252,115,18,16,9,3,2,10,10,225,44,12,20,32,5,5,13,15,27,52,20,4,4,0,0,0,0.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,smithka01w,0,34,34,1137,398,19,73,92,112,25,4,65,78,302,123,102,93,161,59,0,10,10,371,147,7,18,25,40,5,0,24,29,117,51,34,25,50,20,0,6.0
7,DET,DET,EA,2,Y,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,willian01w,0,21,0,133,41,3,10,13,12,7,6,15,9,43,14,17,11,8,2,0,6,0,25,10,3,1,4,0,2,1,2,4,12,5,0,0,2,0,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,brunsre01w,0,34,14,597,232,77,114,191,17,21,15,40,65,204,94,75,44,0,0,0,9,0,154,54,9,23,32,5,3,6,9,16,54,18,28,18,1,0,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,griffyo01w,0,34,34,854,407,87,132,219,56,44,16,66,74,293,134,185,139,1,0,0,9,9,237,133,28,36,64,16,10,5,10,23,97,47,51,39,0,0,0,6.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,haynikr01w,0,34,0,476,140,20,47,67,68,27,2,46,50,151,55,25,21,30,9,0,9,0,126,52,3,14,17,18,8,0,9,15,45,21,5,5,17,5,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,lawsoka01w,0,34,6,749,277,11,54,65,56,20,4,43,37,242,96,39,36,123,49,0,9,9,289,110,14,17,31,14,9,1,12,14,87,39,14,11,48,21,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,maigaha01w,0,34,7,537,177,35,38,73,30,32,9,45,80,158,75,48,27,1,0,1,9,0,118,36,8,7,15,12,6,1,10,23,42,16,5,4,0,0,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,penicti01w,0,34,34,846,183,10,81,91,116,58,2,67,56,171,58,77,61,31,6,0,9,9,213,45,0,21,21,34,11,0,11,14,51,15,17,11,14,4,0,4.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,powelni01w,0,34,34,886,327,25,106,131,61,42,15,47,82,309,116,49,40,156,55,0,9,9,254,106,8,33,41,14,14,1,13,26,74,39,13,11,34,17,0,0.0
