year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won_team,lost_team,GP_x,homeW,homeL,awayW,awayL,confW,confL,W,L,coachID,stint_x,won_coach,lost_coach,post_wins,post_losses,bioID,stint_y,GP_y,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,total_award_score
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,smithki01w,0,31,0,313,74,11,28,39,20,9,0,22,33,84,28,9,5,32,13,0,5,0,11,4,0,2,2,0,0,0,2,0,2,1,2,1,2,1,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,walkede01w,0,23,8,438,213,55,37,92,32,15,7,36,53,181,79,84,55,0,0,1,9,9,220,95,22,15,37,23,6,5,20,24,93,41,23,13,0,0,0,0.0
7,SAC,SAC,WE,2,Y,W,W,L,21,13,34,14,3,7,10,10,10,6.0,3.0,whisejo99w,0,21,13,6,3,wilkibr01w,0,4,0,14,6,0,0,0,1,0,0,2,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,braxtka01w,0,31,20,545,207,54,112,166,16,14,16,62,91,188,84,58,39,0,0,2,11,0,170,77,21,39,60,5,3,8,20,29,64,30,24,17,1,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,cashsw01w,0,31,31,959,344,54,135,189,79,19,13,81,70,307,126,121,92,3,0,0,11,11,277,95,16,26,42,18,5,2,18,23,91,41,23,13,3,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,fordch01w,0,15,15,460,195,48,120,168,22,28,11,42,54,143,71,83,53,0,0,0,10,8,228,69,33,59,92,4,5,3,14,32,65,27,33,15,1,0,0,7.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,johnssh01w,0,33,8,559,193,18,43,61,56,20,2,40,68,166,57,61,50,70,29,0,11,1,186,57,8,17,25,28,5,2,13,13,53,19,13,10,26,9,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,lattaiv01w,0,31,1,221,93,4,15,19,20,8,2,16,24,87,34,7,3,49,22,0,10,0,47,19,0,3,3,3,2,0,2,3,19,5,6,4,15,5,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,millsta01w,0,5,1,51,15,10,8,18,2,0,0,6,11,21,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,nolande01w,0,34,34,1175,553,35,113,148,132,49,12,82,69,480,221,79,65,117,46,0,11,11,412,208,10,59,69,45,9,3,21,29,188,80,30,27,47,21,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,pierspl01w,0,34,0,858,396,70,127,197,59,26,29,79,110,312,149,130,98,5,0,5,11,1,281,123,32,47,79,18,7,12,28,43,109,46,41,30,2,1,2,6.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,powelel01w,0,32,12,323,60,11,23,34,44,12,2,29,33,54,22,23,16,0,0,0,11,3,94,10,2,9,11,12,5,0,8,8,9,3,4,4,0,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,sandeam01w,0,6,0,9,2,0,2,2,0,0,0,2,3,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,smithka01w,0,34,34,1166,450,18,110,128,124,42,3,59,81,355,128,157,133,196,61,0,11,11,393,134,7,28,35,40,8,2,25,32,132,45,25,19,73,25,1,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,smithty01w,0,1,0,7,1,1,1,2,0,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,tilliic01w,2,8,1,26,4,2,5,7,1,0,0,7,3,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,DET,DET,EA,1,Y,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,walkeay01w,0,2,1,43,7,0,6,6,1,1,2,6,8,7,3,3,1,0,0,1,5,0,9,6,1,4,5,1,0,0,0,2,3,2,3,2,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,derevje01w,0,23,0,200,36,5,18,23,24,6,1,16,18,30,13,11,9,10,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,lacyje01w,0,20,0,94,35,10,9,19,2,3,0,10,26,29,12,18,10,3,1,0,1,0,3,2,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,mazzake01w,0,34,3,488,182,11,45,56,38,26,2,20,28,165,64,15,15,114,39,0,9,0,131,58,7,11,18,6,4,0,1,9,45,19,2,2,42,18,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,mckivte01w,0,2,0,5,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,milleke01w,0,34,34,1040,321,47,121,168,156,42,5,86,94,240,115,82,64,70,27,1,9,9,297,105,19,29,48,32,12,1,18,18,77,35,33,27,26,8,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,moisead01w,0,4,0,31,7,3,4,7,3,3,0,10,2,5,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,pondeca01w,0,31,31,966,532,15,97,112,123,29,8,69,59,448,193,135,110,108,36,0,9,9,300,215,11,32,43,52,11,1,17,14,160,74,63,55,38,12,0,8.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,schumke01w,0,34,0,543,151,29,118,147,12,17,25,34,66,125,57,46,34,7,3,0,9,0,118,11,15,14,29,3,4,8,5,17,31,5,2,1,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,scottol01w,0,8,0,32,8,2,2,4,2,3,1,3,6,7,1,8,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,smithta01w,0,34,34,1072,428,54,166,220,44,40,56,56,101,399,165,99,78,61,20,1,9,9,286,105,16,54,70,15,9,16,13,32,91,37,20,16,31,15,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,snellbe01w,0,30,2,343,107,12,34,46,44,20,4,18,31,106,37,11,7,79,26,0,8,0,52,13,6,3,9,7,1,0,2,9,23,4,2,1,18,4,0,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,tauradi01w,0,32,32,1025,613,18,117,135,137,45,34,84,106,468,206,127,106,259,95,1,9,9,299,179,6,33,39,27,13,7,18,31,127,64,26,19,82,32,1,0.0
8,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,17,5,7.0,2.0,westhpa99w,0,23,11,7,2,taylope01w,0,34,34,1010,605,73,141,214,98,51,22,77,120,397,198,198,175,90,34,2,9,9,311,174,24,47,71,34,16,10,25,33,112,52,68,62,20,8,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,braxtka01w,0,33,10,590,295,48,120,168,27,14,24,54,84,258,107,109,81,2,0,1,9,9,180,77,20,28,48,9,4,5,17,22,64,32,20,13,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,fordch01w,0,24,24,637,243,74,134,208,22,24,9,23,70,185,89,116,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,givench01w,0,3,0,10,2,0,0,0,2,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,hornbal01w,0,34,0,747,184,53,85,138,71,79,10,49,97,178,63,66,42,45,16,1,9,0,220,57,12,32,44,19,11,7,12,21,42,18,20,15,16,6,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,humphta01w,1,22,16,297,160,25,38,63,22,13,6,24,59,124,62,22,21,39,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,liebena01w,0,1,0,9,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,lovelst01w,2,7,2,44,10,1,6,7,1,1,0,4,6,7,2,6,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,mcwilta01w,2,7,7,185,75,17,30,47,13,3,5,9,18,64,27,22,20,1,1,0,9,9,293,116,19,44,63,19,9,12,17,22,98,48,22,19,2,1,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,murphsh01w,2,13,3,122,33,8,13,21,7,6,2,9,16,40,12,6,4,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,nolande01w,0,34,34,1144,538,26,107,133,150,42,10,73,68,465,216,73,63,115,43,1,9,9,349,158,8,33,41,26,19,3,24,24,156,56,33,31,44,15,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,pierspl01w,0,28,0,649,332,64,72,136,63,24,34,48,99,267,122,117,88,2,0,1,6,0,107,47,7,11,18,10,4,2,11,12,38,18,13,11,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,powelel01w,0,16,16,313,58,18,32,50,35,6,1,18,21,49,24,12,9,2,1,0,9,9,171,29,3,18,21,18,6,0,13,29,17,10,11,9,0,0,1,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,samsh01w,0,32,15,478,92,29,62,91,38,19,3,31,36,110,34,26,18,21,6,0,6,0,30,6,1,2,3,0,1,0,0,2,7,2,2,2,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,sanniol01w,0,31,9,325,106,26,38,64,6,11,7,40,59,82,41,37,24,1,0,0,9,0,66,16,5,11,16,3,3,0,4,11,16,7,4,2,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,schumke01w,0,7,0,89,14,4,16,20,5,2,3,8,13,16,6,2,2,2,0,0,8,0,95,14,5,19,24,3,1,3,3,13,16,7,0,0,2,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,shielas01w,2,7,0,44,22,0,3,3,2,1,0,6,3,22,8,4,3,9,3,0,3,0,4,2,0,0,0,1,1,0,0,2,5,1,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,smithka01w,0,34,34,1152,500,10,84,94,137,32,3,80,70,410,157,124,110,211,76,0,9,9,309,138,4,32,36,22,4,1,16,21,117,48,33,25,48,17,0,8.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,smithwa01w,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,DET,DET,EA,1,Y,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,thomala01w,1,7,0,40,8,2,3,5,1,1,1,2,3,15,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,atunrmo01w,0,33,0,348,71,16,32,48,23,16,13,26,21,87,24,16,11,41,12,0,8,0,44,10,0,7,7,4,1,1,1,4,8,4,2,0,4,2,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,berezva01w,0,2,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,darlihe01w,0,31,14,580,108,13,60,73,54,33,3,45,67,123,33,38,30,60,12,0,6,0,53,12,3,4,7,5,3,0,7,8,13,5,0,0,7,2,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,hammobe01w,0,33,33,1101,582,13,78,91,161,43,7,104,60,438,171,174,163,220,77,0,9,9,331,163,2,19,21,41,9,5,31,14,107,45,57,51,48,22,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,irvinsa01w,0,21,0,116,26,10,26,36,2,3,5,7,19,28,9,11,7,4,1,0,3,0,4,2,1,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,johnsvi01w,0,32,32,892,213,39,130,169,115,26,5,49,42,198,87,36,28,39,11,0,9,9,274,75,10,32,42,28,9,0,19,13,65,32,11,7,10,4,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,lawsoed01w,0,30,1,280,100,9,22,31,26,12,0,25,29,80,36,9,6,47,22,0,5,0,84,25,3,9,12,9,3,0,5,5,22,7,4,4,15,7,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,rileyru01w,0,30,3,580,153,14,94,108,31,14,41,52,101,145,63,21,18,28,9,2,9,1,154,18,5,14,19,10,4,8,13,26,33,7,4,3,9,1,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,rossad01w,0,4,0,7,2,0,1,1,0,0,0,0,2,2,0,2,2,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,wautean01w,0,32,31,980,471,47,192,239,56,36,38,70,75,366,195,98,70,31,11,0,9,9,300,121,13,39,52,14,6,12,17,26,108,48,27,24,12,1,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,wilkibr01w,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
9,SAS,SAS,WE,1,Y,W,W,L,24,10,34,15,2,9,8,10,10,4.0,5.0,hugheda99w,0,24,10,4,5,youngso01w,0,33,33,1054,576,52,134,186,75,53,17,57,86,433,207,206,162,3,0,1,9,9,325,159,16,37,53,15,14,1,19,17,125,57,60,45,1,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,beviltu01w,0,34,32,861,209,12,67,79,97,62,8,48,76,181,68,54,36,107,37,0,10,10,224,53,5,18,23,20,12,1,11,25,53,18,10,7,32,10,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,catchta01w,0,34,34,1084,512,86,159,245,107,99,18,88,92,407,157,181,158,122,40,0,10,10,357,172,24,80,104,54,33,14,34,34,122,56,60,51,36,9,1,7.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,davenje01w,0,27,0,181,72,15,25,40,6,7,14,21,38,55,29,20,14,0,0,0,9,0,55,37,1,10,11,3,2,8,3,9,25,14,11,9,0,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,dixonta01w,0,32,1,424,132,10,41,51,37,12,3,27,45,134,55,21,18,10,4,0,10,0,62,21,2,5,7,2,1,0,5,5,26,9,5,3,2,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,douglka01w,0,31,31,1003,547,24,96,120,85,56,7,75,45,459,188,122,105,189,66,0,10,10,361,155,14,21,35,40,14,6,19,14,141,51,43,35,58,18,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,griffyo01w,0,3,0,41,19,4,3,7,0,0,2,3,6,12,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,hoffmeb01w,0,34,34,1005,338,56,143,199,52,57,12,82,106,313,122,77,69,72,25,3,10,10,295,119,11,37,48,8,11,5,18,38,85,47,22,19,15,6,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,januabr01w,0,33,4,683,227,23,40,63,77,36,3,57,78,192,64,87,74,87,25,1,10,0,228,106,7,17,24,30,4,0,13,23,78,30,40,34,29,12,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,mooreje01w,0,31,9,613,148,40,56,96,14,19,6,32,85,121,57,46,34,1,0,0,10,0,120,22,9,8,17,3,5,2,3,24,24,8,8,6,0,0,1,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,murphsh01w,0,24,0,186,100,23,19,42,10,6,2,9,30,89,34,26,21,32,11,0,4,0,9,0,1,1,2,1,0,0,0,2,5,0,0,0,2,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,suttota01w,0,27,25,680,266,44,114,158,23,15,40,49,76,204,95,102,76,0,0,2,10,10,311,143,15,41,56,5,9,14,30,30,106,56,45,31,0,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,whiteer01w,0,2,0,18,2,0,2,2,4,1,1,0,1,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,whittkh01w,0,3,0,25,12,2,3,5,2,0,0,0,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,IND,IND,EA,1,Y,W,W,L,22,12,34,14,3,8,9,17,5,6.0,4.0,dunnli99wc,0,22,12,6,4,wirthch01w,0,21,0,120,22,3,12,15,13,3,1,3,12,29,8,1,1,14,5,0,5,0,27,6,0,3,3,2,0,0,2,4,7,3,0,0,2,0,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,bonnede01w,0,34,0,724,381,70,126,196,13,23,25,34,70,278,127,154,125,13,2,0,11,0,186,97,17,30,47,3,5,6,7,13,69,34,35,29,1,0,0,6.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,johnste01w,0,34,34,901,328,8,112,120,157,29,4,76,79,281,125,50,42,87,36,1,11,11,267,83,4,17,21,34,8,2,17,27,76,30,12,10,27,13,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,mazzake01w,0,31,2,433,106,7,33,40,17,10,3,10,42,99,36,3,3,88,31,0,4,0,14,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,ohldeni01w,0,21,0,311,109,19,40,59,6,5,20,29,55,71,38,46,33,0,0,1,11,0,150,29,9,21,30,4,4,3,10,21,22,14,5,1,0,0,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,pondeca01w,0,34,34,1075,648,32,112,144,171,31,12,86,99,513,236,151,133,120,43,0,11,11,340,200,11,29,40,39,13,0,16,26,164,76,44,39,36,9,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,quiglal01w,0,6,0,32,10,1,4,5,1,0,0,5,6,8,3,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,smithbr01w,0,21,0,144,21,11,24,35,3,2,3,7,30,15,7,8,7,0,0,0,1,0,6,4,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,smithta01w,0,34,34,920,336,35,148,183,27,34,57,37,107,304,137,23,20,93,42,4,11,11,290,109,14,50,64,9,15,9,7,38,76,40,12,9,38,20,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,swanike01w,0,33,0,388,93,7,46,53,54,15,3,46,34,88,33,18,16,33,11,0,9,0,91,20,2,7,9,13,2,0,7,10,27,8,0,0,11,4,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,tauradi01w,0,31,31,976,631,18,160,178,109,36,43,82,95,434,200,170,152,194,79,0,11,11,362,245,9,56,65,42,8,14,33,41,182,82,56,50,85,31,2,18.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,taylope01w,0,14,1,283,153,12,22,34,32,18,2,31,32,108,50,48,43,25,10,0,11,0,265,157,10,28,38,37,4,2,12,23,93,49,51,44,31,15,0,0.0
10,PHO,PHO,WE,1,Y,W,W,W,23,11,34,12,5,11,6,13,7,7.0,4.0,gaineco01w,0,23,11,7,4,willile01w,0,34,34,713,340,64,79,143,35,22,9,46,91,255,136,79,67,8,1,0,11,11,254,90,21,27,48,10,4,5,14,26,65,35,24,20,1,0,0,0.0
