bioID,year,stint_y,total_award_score,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won_team,lost_team,GP_x,homeW,homeL,awayW,awayL,confW,confL,W,L,coachID,stint_x,won_coach,lost_coach,post_wins,post_losses,GP_y,GS,PostGP,PostGS,weighted_score,post_weighted_score,playoffNextYear,prev_bioID,prev_stint_y,prev_total_award_score,prev_franchID,prev_confID,prev_rank,prev_firstRound,prev_semis,prev_finals,prev_won_team,prev_lost_team,prev_GP_x,prev_homeW,prev_homeL,prev_awayW,prev_awayL,prev_confW,prev_confL,prev_W,prev_L,prev_coachID,prev_stint_x,prev_won_coach,prev_lost_coach,prev_post_wins,prev_post_losses,prev_GP_y,prev_GS,prev_PostGP,prev_PostGS,prev_weighted_score,prev_post_weighted_score,prev_playoffNextYear
cashsw01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,34,34,10,10,484.40000000000003,121.15000000000002,1.0,braxtka01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,1.0,10.0,0.0,195.35000000000002,63.000000000000014,1.0
fordch01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,32,32,10,10,572.85,172.79999999999998,1.0,cashsw01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,34.0,10.0,10.0,484.40000000000003,121.15000000000002,1.0
hollake01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,34,0,8,0,194.74999999999997,9.400000000000002,1.0,fordch01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,32.0,32.0,10.0,10.0,572.85,172.79999999999998,1.0
nolande01w,7,0,8.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,34,34,10,10,584.5500000000001,197.20000000000002,1.0,hollake01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,0.0,8.0,0.0,194.74999999999997,9.400000000000002,1.0
osipoir01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,2,0,9,0,3.9500000000000006,39.850000000000016,1.0,nolande01w,0.0,8.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,34.0,10.0,10.0,584.5500000000001,197.20000000000002,1.0
paliesa01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,11,0,0,0,19.55,0.0,1.0,osipoir01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,2.0,0.0,9.0,0.0,3.9500000000000006,39.850000000000016,1.0
pierspl01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,34,0,10,0,293.65,115.95,1.0,paliesa01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,11.0,0.0,0.0,0.0,19.55,0.0,1.0
powelel01w,7,2,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,11,0,0,0,40.49999999999999,0.0,1.0,pierspl01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,0.0,10.0,0.0,293.65,115.95,1.0
rileyru01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,34,34,10,10,387.25000000000006,83.6,1.0,powelel01w,2.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,11.0,0.0,0.0,0.0,40.49999999999999,0.0,1.0
smithka01w,7,0,6.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,34,34,10,10,547.3000000000001,185.15000000000003,1.0,rileyru01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,34.0,10.0,10.0,387.25000000000006,83.6,1.0
willian01w,7,0,0.0,DET,DET,EA,2,1,W,W,W,23,11,34,14,3,9,8,14,6,7.0,3.0,laimbbi01w,0,23,11,7,3,21,0,6,0,60.35,12.450000000000001,1.0,smithka01w,0.0,6.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,34.0,34.0,10.0,10.0,547.3000000000001,185.15000000000003,1.0
braxtka01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,31,20,11,0,277.15000000000003,97.35000000000002,1.0,willian01w,0.0,0.0,DET,EA,2.0,W,W,W,23.0,11.0,34.0,14.0,3.0,9.0,8.0,14.0,6.0,7.0,3.0,laimbbi01w,0.0,23.0,11.0,7.0,3.0,21.0,0.0,6.0,0.0,60.35,12.450000000000001,1.0
cashsw01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,31,31,11,11,463.55000000000007,125.74999999999997,1.0,braxtka01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,31.0,20.0,11.0,0.0,277.15000000000003,97.35000000000002,1.0
fordch01w,8,0,7.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,15,15,10,8,262.65000000000003,114.10000000000001,1.0,cashsw01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,31.0,31.0,11.0,11.0,463.55000000000007,125.74999999999997,1.0
johnssh01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,33,8,11,1,275.25000000000006,89.20000000000002,1.0,fordch01w,0.0,7.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,15.0,15.0,10.0,8.0,262.65000000000003,114.10000000000001,1.0
lattaiv01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,31,1,10,0,117.60000000000001,25.900000000000002,1.0,johnssh01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,33.0,8.0,11.0,1.0,275.25000000000006,89.20000000000002,1.0
millsta01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,5,1,0,0,23.900000000000006,0.0,1.0,lattaiv01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,31.0,1.0,10.0,0.0,117.60000000000001,25.900000000000002,1.0
nolande01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,34,34,11,11,646.1999999999999,242.05000000000004,1.0,millsta01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,5.0,1.0,0.0,0.0,23.900000000000006,0.0,1.0
pierspl01w,8,0,6.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,34,0,11,1,478.30000000000007,157.2,1.0,nolande01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,34.0,34.0,11.0,11.0,646.1999999999999,242.05000000000004,1.0
powelel01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,32,12,11,3,119.2,30.4,1.0,pierspl01w,0.0,6.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,34.0,0.0,11.0,1.0,478.30000000000007,157.2,1.0
sandeam01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,6,0,0,0,3.8000000000000003,0.0,1.0,powelel01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,32.0,12.0,11.0,3.0,119.2,30.4,1.0
smithka01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,34,34,11,11,616.0500000000001,189.84999999999997,1.0,sandeam01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,6.0,0.0,0.0,0.0,3.8000000000000003,0.0,1.0
smithty01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,1,0,1,0,3.0500000000000007,0.0,1.0,smithka01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,34.0,34.0,11.0,11.0,616.0500000000001,189.84999999999997,1.0
tilliic01w,8,2,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,8,1,0,0,8.0,0.0,1.0,smithty01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,1.0,0.0,1.0,0.0,3.0500000000000007,0.0,1.0
walkeay01w,8,0,0.0,DET,DET,EA,1,1,W,W,L,24,10,34,12,5,12,5,14,6,6.0,5.0,laimbbi01w,0,24,10,6,5,2,1,5,0,14.149999999999999,7.250000000000001,1.0,tilliic01w,2.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,8.0,1.0,0.0,0.0,8.0,0.0,1.0
braxtka01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,33,10,9,9,353.49999999999994,95.55000000000001,1.0,walkeay01w,0.0,0.0,DET,EA,1.0,W,W,L,24.0,10.0,34.0,12.0,5.0,12.0,5.0,14.0,6.0,6.0,5.0,laimbbi01w,0.0,24.0,10.0,6.0,5.0,2.0,1.0,5.0,0.0,14.149999999999999,7.250000000000001,1.0
fordch01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,24,24,0,0,345.05,0.0,1.0,braxtka01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,33.0,10.0,9.0,9.0,353.49999999999994,95.55000000000001,1.0
givench01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,3,0,0,0,3.7,0.0,1.0,fordch01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,24.0,24.0,0.0,0.0,345.05,0.0,1.0
hornbal01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,34,0,9,0,339.3,101.35000000000001,1.0,givench01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,3.0,0.0,0.0,0.0,3.7,0.0,1.0
humphta01w,9,1,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,22,16,0,0,183.64999999999995,0.0,1.0,hornbal01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,34.0,0.0,9.0,0.0,339.3,101.35000000000001,1.0
liebena01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,1,0,0,0,1.7499999999999998,0.0,1.0,humphta01w,1.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,22.0,16.0,0.0,0.0,183.64999999999995,0.0,1.0
lovelst01w,9,2,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,7,2,0,0,18.1,0.0,1.0,liebena01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,1.0,0.0,0.0,0.0,1.7499999999999998,0.0,1.0
mcwilta01w,9,2,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,7,7,9,9,99.7,150.65000000000003,1.0,lovelst01w,2.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,7.0,2.0,0.0,0.0,18.1,0.0,1.0
murphsh01w,9,2,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,13,3,0,0,55.75,0.0,1.0,mcwilta01w,2.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,7.0,7.0,9.0,9.0,99.7,150.65000000000003,1.0
nolande01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,34,34,9,9,630.8,190.95000000000007,1.0,murphsh01w,2.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,13.0,3.0,0.0,0.0,55.75,0.0,1.0
pierspl01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,28,0,6,0,395.90000000000003,56.15000000000001,1.0,nolande01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,34.0,34.0,9.0,9.0,630.8,190.95000000000007,1.0
powelel01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,16,16,9,9,116.6,61.55,1.0,pierspl01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,28.0,0.0,6.0,0.0,395.90000000000003,56.15000000000001,1.0
samsh01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,32,15,6,0,188.15,10.999999999999995,1.0,powelel01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,16.0,16.0,9.0,9.0,116.6,61.55,1.0
sanniol01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,31,9,9,0,145.59999999999997,27.950000000000003,1.0,samsh01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,32.0,15.0,6.0,0.0,188.15,10.999999999999995,1.0
schumke01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,7,0,8,0,33.0,35.49999999999999,1.0,sanniol01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,31.0,9.0,9.0,0.0,145.59999999999997,27.950000000000003,1.0
shielas01w,9,2,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,7,0,3,0,23.650000000000006,2.7000000000000006,1.0,schumke01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,7.0,0.0,8.0,0.0,33.0,35.49999999999999,1.0
smithka01w,9,0,8.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,34,34,9,9,624.8499999999999,167.25,1.0,shielas01w,2.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,7.0,0.0,3.0,0.0,23.650000000000006,2.7000000000000006,1.0
smithwa01w,9,0,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,1,0,0,0,0.0,0.0,1.0,smithka01w,0.0,8.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,34.0,34.0,9.0,9.0,624.8499999999999,167.25,1.0
thomala01w,9,1,0.0,DET,DET,EA,1,1,W,W,W,22,12,34,14,3,8,9,16,4,7.0,2.0,laimbbi01w,0,22,12,7,2,7,0,0,0,14.8,0.0,1.0,smithwa01w,0.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
bakersh01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,1,0,0,0,7.1,0.0,1.0,thomala01w,1.0,0.0,DET,EA,1.0,W,W,W,22.0,12.0,34.0,14.0,3.0,8.0,9.0,16.0,4.0,7.0,2.0,laimbbi01w,0.0,22.0,12.0,7.0,2.0,7.0,0.0,0.0,0.0,14.8,0.0,1.0
coopecy01w,1,0,8.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,31,31,6,6,623.7499999999999,142.8,1.0,arcaija01w,0.0,0.0,HOU,WE,2.0,W,W,W,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6.0,0.0,chancva99w,0.0,27.0,5.0,6.0,0.0,32.0,32.0,6.0,6.0,405.15000000000003,78.95,1.0
gibsoke01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,17,0,1,0,35.24999999999999,0.6500000000000001,1.0,coopecy01w,0.0,8.0,HOU,WE,2.0,W,W,W,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6.0,0.0,chancva99w,0.0,27.0,5.0,6.0,0.0,31.0,31.0,6.0,6.0,623.7499999999999,142.8,1.0
jacksta01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,29,1,6,0,133.4,34.25,1.0,gibsoke01w,0.0,0.0,HOU,WE,2.0,W,W,W,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6.0,0.0,chancva99w,0.0,27.0,5.0,6.0,0.0,17.0,0.0,1.0,0.0,35.24999999999999,0.6500000000000001,1.0
johnsti01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,31,29,6,6,268.1000000000001,47.70000000000001,1.0,jacksta01w,0.0,0.0,HOU,WE,2.0,W,W,W,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6.0,0.0,chancva99w,0.0,27.0,5.0,6.0,0.0,29.0,1.0,6.0,0.0,133.4,34.25,1.0
lambmo01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,13,2,0,0,54.25,0.0,1.0,johnsti01w,0.0,0.0,HOU,WE,2.0,W,W,W,27.0,5.0,32.0,14.0,2.0,13.0,3.0,17.0,4.0,6.0,0.0,chancva99w,0.0,27.0,5.0,6.0,0.0,31.0,29.0,6.0,6.0,268.1000000000001,47.70000000000001,1.0
